8,1,10
8,1,100
8,1,101
8,1,102
3,1,103
3,1,104
2,1,106
2,1,107
2,1,108
2,1,109
8,1,112
9,1,114
2,1,117
2,1,119
2,1,12
9,1,120
9,1,121
9,1,122
9,1,123
9,1,124
9,1,125
3,1,128
8,1,131
8,1,132
8,1,133
8,1,134
9,1,135
9,1,136
8,1,141
8,1,142
8,1,143
8,1,144
2,1,148
2,1,149
2,1,15
2,1,150
3,1,151
3,1,152
3,1,153
3,1,154
3,1,155
2,1,156
2,1,157
9,1,159
9,1,16
9,1,160
9,1,161
3,1,163
8,1,165
9,1,166
9,1,167
9,1,168
9,1,170
9,1,171
2,1,172
2,1,173
3,1,174
3,1,175
3,1,176
3,1,177
8,1,183
8,1,184
8,1,185
2,1,186
8,1,188
8,1,189
3,1,191
3,1,192
3,1,193
3,1,194
3,1,20
3,1,200
3,1,201
3,1,202
3,1,203
3,1,204
3,1,205
3,1,206
2,1,207
2,1,208
2,1,209
8,1,21
9,1,211
9,1,212
9,1,220
9,1,221
9,1,222
9,1,223
9,1,224
9,1,225
9,1,229
9,1,23
9,1,230
9,1,231
8,1,232
8,1,233
8,1,234
8,1,235
9,1,237
9,1,238
9,1,239
9,1,24
8,1,240
9,1,242
9,1,243
9,1,25
9,1,26
9,1,27
9,1,28
2,1,3
2,1,30
2,1,31
2,1,32
2,1,33
2,1,34
2,1,35
2,1,36
8,1,37
8,1,38
8,1,39
8,1,40
8,1,41
8,1,42
8,1,43
8,1,44
2,1,45
2,1,46
2,1,47
9,1,49
9,1,5
2,1,53
9,1,55
9,1,56
9,1,57
8,1,60
8,1,61
8,1,62
9,1,63
9,1,64
9,1,65
3,1,67
3,1,68
3,1,69
2,1,7
2,1,70
9,1,71
9,1,72
9,1,73
2,1,76
2,1,77
2,1,78
2,1,79
3,1,80
3,1,81
3,1,82
3,1,85
8,1,9
8,1,90
8,1,91
3,1,92
3,1,93
3,1,94
3,1,95
3,1,97
8,1,99
8,2,10
8,2,100
9,2,103
9,2,104
9,2,105
2,2,107
2,2,108
2,2,109
9,2,112
9,2,117
9,2,118
9,2,119
2,2,12
2,2,120
8,2,123
8,2,124
8,2,125
2,2,128
2,2,129
2,2,13
9,2,130
9,2,131
2,2,133
2,2,134
2,2,135
2,2,136
3,2,139
3,2,140
3,2,142
3,2,143
3,2,144
3,2,145
8,2,146
8,2,147
9,2,149
9,2,15
9,2,150
9,2,152
9,2,153
9,2,154
9,2,155
2,2,156
2,2,157
2,2,158
2,2,159
8,2,16
8,2,160
8,2,162
8,2,163
8,2,164
9,2,165
9,2,166
9,2,167
9,2,168
8,2,17
8,2,170
8,2,171
8,2,173
8,2,174
8,2,175
9,2,176
9,2,177
9,2,178
9,2,179
9,2,18
9,2,180
9,2,181
9,2,184
9,2,185
9,2,186
8,2,189
8,2,19
8,2,190
8,2,191
8,2,192
8,2,193
8,2,194
8,2,195
2,2,20
2,2,200
2,2,201
2,2,202
3,2,207
3,2,208
8,2,212
8,2,213
8,2,214
8,2,215
2,2,216
2,2,217
2,2,218
2,2,219
2,2,22
2,2,220
2,2,221
2,2,222
2,2,225
2,2,226
9,2,229
9,2,23
9,2,230
9,2,231
9,2,232
9,2,233
3,2,234
9,2,239
9,2,24
9,2,240
3,2,242
3,2,243
3,2,25
3,2,28
3,2,29
3,2,3
3,2,30
3,2,31
3,2,32
3,2,33
3,2,34
2,2,35
2,2,36
3,2,37
3,2,38
3,2,39
3,2,4
3,2,40
3,2,41
3,2,42
2,2,44
9,2,45
9,2,46
8,2,47
8,2,48
8,2,49
8,2,5
2,2,52
9,2,53
8,2,54
8,2,55
8,2,56
8,2,57
8,2,58
2,2,59
3,2,61
3,2,62
8,2,64
8,2,66
8,2,67
8,2,68
3,2,70
3,2,71
3,2,72
3,2,73
2,2,74
2,2,75
2,2,76
2,2,77
8,2,78
8,2,79
8,2,8
8,2,80
8,2,81
8,2,84
8,2,85
9,2,88
2,2,9
2,2,90
2,2,91
2,2,92
3,2,99
3,3,100
9,3,101
9,3,102
9,3,103
9,3,105
2,3,108
2,3,109
2,3,11
3,3,111
3,3,112
9,3,113
9,3,114
9,3,115
9,3,116
9,3,117
9,3,118
9,3,119
3,3,121
3,3,122
3,3,123
3,3,124
2,3,126
2,3,127
2,3,128
2,3,129
3,3,131
3,3,132
3,3,133
3,3,134
8,3,137
8,3,138
8,3,139
9,3,140
9,3,141
9,3,142
8,3,143
8,3,144
3,3,145
3,3,148
3,3,149
3,3,15
3,3,150
8,3,151
8,3,152
8,3,153
3,3,155
3,3,156
3,3,157
2,3,158
2,3,159
2,3,16
8,3,161
8,3,162
8,3,163
8,3,164
2,3,167
2,3,168
2,3,169
3,3,170
3,3,171
3,3,172
9,3,173
9,3,174
9,3,175
3,3,179
3,3,18
3,3,180
3,3,181
2,3,182
2,3,183
8,3,185
8,3,186
8,3,187
8,3,188
9,3,189
2,3,190
2,3,191
2,3,192
2,3,193
9,3,194
9,3,195
9,3,196
8,3,2
8,3,20
2,3,201
2,3,202
2,3,203
3,3,204
3,3,205
3,3,206
2,3,21
2,3,210
3,3,211
3,3,212
8,3,213
9,3,214
3,3,215
2,3,217
2,3,218
2,3,219
2,3,22
3,3,222
3,3,223
3,3,224
3,3,225
3,3,226
2,3,227
2,3,228
2,3,229
3,3,230
2,3,231
2,3,232
2,3,233
2,3,234
2,3,235
2,3,236
2,3,237
2,3,238
8,3,24
8,3,240
8,3,241
8,3,25
8,3,26
8,3,27
8,3,28
9,3,3
9,3,30
2,3,31
